time,improvement,findings,materials,working place,tomorrow's plan,comment
2019.5.3 23:32,"read PSA chaper2,
understand the strand of Matching thory ",above,textbook chapter2(read),Kahiwa,"work as much as possible
before dinner with fam","NYtimes 救いようのない記事
to work alongside friends make your productivity worse
to aquire english is tough for aged man"
